transaction_id,sender_upi,receiver_upi,location,amount,device_type,time,label
TXN3454,user3454@upi,merchant3454@upi,Hyderabad,6466,mobile,8,0
TXN3455,user3455@upi,merchant3455@upi,Chennai,72973,emulator,4,1
TXN3456,user3456@upi,merchant3456@upi,Mumbai,2890,desktop,10,0
TXN3457,user3457@upi,merchant3457@upi,Chennai,17272,desktop,15,0
TXN3458,user3458@upi,merchant3458@upi,Chennai,940,mobile,17,0
TXN3459,user3459@upi,merchant3459@upi,Delhi,8327,desktop,17,0
TXN3460,user3460@upi,merchant3460@upi,Chennai,6665,desktop,19,0
TXN3461,user3461@upi,merchant3461@upi,Bangalore,5856,mobile,9,0
TXN3462,user3462@upi,merchant3462@upi,Delhi,15787,tablet,11,0
TXN3463,user3463@upi,merchant3463@upi,Chennai,6208,desktop,10,0
TXN3464,user3464@upi,merchant3464@upi,Chennai,14010,desktop,20,0
TXN3465,user3465@upi,merchant3465@upi,Bangalore,4982,mobile,9,0
TXN3466,user3466@upi,merchant3466@upi,Mumbai,18984,desktop,19,0
TXN3467,user3467@upi,merchant3467@upi,Mumbai,10130,mobile,12,0
TXN3468,user3468@upi,merchant3468@upi,Mumbai,4823,mobile,8,0
TXN3469,user3469@upi,merchant3469@upi,Chennai,8875,tablet,7,0
TXN3470,user3470@upi,merchant3470@upi,Mumbai,99651,emulator,3,1
TXN3471,user3471@upi,merchant3471@upi,Chennai,11196,tablet,11,0
TXN3472,user3472@upi,merchant3472@upi,Hyderabad,19189,mobile,9,0
TXN3473,user3473@upi,merchant3473@upi,Mumbai,14968,mobile,14,0
TXN3474,user3474@upi,merchant3474@upi,Hyderabad,5273,desktop,20,0
TXN3475,user3475@upi,merchant3475@upi,Mumbai,36859,desktop,4,1
TXN3476,user3476@upi,merchant3476@upi,Chennai,76760,emulator,23,1
TXN3477,user3477@upi,merchant3477@upi,Mumbai,19348,desktop,13,0
TXN3478,user3478@upi,merchant3478@upi,Mumbai,8152,tablet,20,0
TXN3479,user3479@upi,merchant3479@upi,Delhi,19042,mobile,6,0
TXN3480,user3480@upi,merchant3480@upi,Bangalore,107901,desktop,0,1
TXN3481,user3481@upi,merchant3481@upi,Chennai,149,mobile,11,0
TXN3482,user3482@upi,merchant3482@upi,Mumbai,4115,tablet,13,0
TXN3483,user3483@upi,merchant3483@upi,Mumbai,11940,mobile,13,0
TXN3484,user3484@upi,merchant3484@upi,Bangalore,17432,desktop,14,0
TXN3485,user3485@upi,merchant3485@upi,Hyderabad,6131,tablet,21,0
TXN3486,user3486@upi,merchant3486@upi,Hyderabad,10963,mobile,15,0
TXN3487,user3487@upi,merchant3487@upi,Delhi,12282,mobile,18,0
TXN3488,user3488@upi,merchant3488@upi,Chennai,14753,mobile,8,0
TXN3489,user3489@upi,merchant3489@upi,Mumbai,15732,tablet,11,0
TXN3490,user3490@upi,merchant3490@upi,Chennai,9180,mobile,8,0
TXN3491,user3491@upi,merchant3491@upi,Mumbai,1298,desktop,7,0
TXN3492,user3492@upi,merchant3492@upi,Mumbai,18246,mobile,22,0
TXN3493,user3493@upi,merchant3493@upi,Mumbai,11809,mobile,10,0
TXN3494,user3494@upi,merchant3494@upi,Delhi,17435,tablet,20,0
TXN3495,user3495@upi,merchant3495@upi,Bangalore,12640,desktop,22,0
TXN3496,user3496@upi,merchant3496@upi,Hyderabad,17652,desktop,18,0
TXN3497,user3497@upi,merchant3497@upi,Delhi,9594,mobile,22,0
TXN3498,user3498@upi,merchant3498@upi,Chennai,12604,tablet,10,0
TXN3499,user3499@upi,merchant3499@upi,Chennai,11144,tablet,14,0
TXN3500,user3500@upi,merchant3500@upi,Chennai,8723,tablet,15,0
TXN3501,user3501@upi,merchant3501@upi,Bangalore,10877,desktop,15,0
TXN3502,user3502@upi,merchant3502@upi,Chennai,11024,tablet,9,0
TXN3503,user3503@upi,merchant3503@upi,Bangalore,8848,desktop,16,0
TXN3504,user3504@upi,merchant3504@upi,Chennai,1128,mobile,17,0
TXN3505,user3505@upi,merchant3505@upi,Chennai,16326,tablet,16,0
TXN3506,user3506@upi,merchant3506@upi,Hyderabad,12503,tablet,10,0
TXN3507,user3507@upi,merchant3507@upi,Chennai,12250,desktop,18,0
TXN3508,user3508@upi,merchant3508@upi,Mumbai,18958,tablet,16,0
TXN3509,user3509@upi,merchant3509@upi,Chennai,9020,mobile,20,0
TXN3510,user3510@upi,merchant3510@upi,Hyderabad,111388,desktop,1,1
TXN3511,user3511@upi,merchant3511@upi,Hyderabad,8921,tablet,14,0
TXN3512,user3512@upi,merchant3512@upi,Chennai,14491,tablet,11,0
TXN3513,user3513@upi,merchant3513@upi,Delhi,3500,desktop,12,0
TXN3514,user3514@upi,merchant3514@upi,Delhi,1425,tablet,9,0
TXN3515,user3515@upi,merchant3515@upi,Hyderabad,16592,tablet,19,0
TXN3516,user3516@upi,merchant3516@upi,Delhi,5600,desktop,13,0
TXN3517,user3517@upi,merchant3517@upi,Delhi,6253,desktop,22,0
TXN3518,user3518@upi,merchant3518@upi,Mumbai,1491,desktop,17,0
TXN3519,user3519@upi,merchant3519@upi,Mumbai,3521,desktop,17,0
TXN3520,user3520@upi,merchant3520@upi,Bangalore,10764,mobile,11,0
TXN3521,user3521@upi,merchant3521@upi,Chennai,1528,desktop,20,0
TXN3522,user3522@upi,merchant3522@upi,Delhi,4442,mobile,17,0
TXN3523,user3523@upi,merchant3523@upi,Bangalore,8681,tablet,6,0
TXN3524,user3524@upi,merchant3524@upi,Bangalore,9740,mobile,16,0
TXN3525,user3525@upi,merchant3525@upi,Delhi,12285,mobile,18,0
TXN3526,user3526@upi,merchant3526@upi,Chennai,14833,tablet,18,0
TXN3527,user3527@upi,merchant3527@upi,Delhi,1028,desktop,15,0
TXN3528,user3528@upi,merchant3528@upi,Hyderabad,16842,desktop,22,0
TXN3529,user3529@upi,merchant3529@upi,Mumbai,8280,desktop,22,0
TXN3530,user3530@upi,merchant3530@upi,Chennai,19026,desktop,13,0
TXN3531,user3531@upi,merchant3531@upi,Chennai,18330,mobile,16,0
TXN3532,user3532@upi,merchant3532@upi,Mumbai,16546,desktop,10,0
TXN3533,user3533@upi,merchant3533@upi,Mumbai,30344,emulator,4,1
TXN3534,user3534@upi,merchant3534@upi,Delhi,11241,tablet,10,0
TXN3535,user3535@upi,merchant3535@upi,Delhi,304,desktop,21,0
TXN3536,user3536@upi,merchant3536@upi,Hyderabad,4196,mobile,11,0
TXN3537,user3537@upi,merchant3537@upi,Hyderabad,4499,desktop,16,0
TXN3538,user3538@upi,merchant3538@upi,Mumbai,19366,mobile,16,0
TXN3539,user3539@upi,merchant3539@upi,Delhi,14818,tablet,10,0
TXN3540,user3540@upi,merchant3540@upi,Bangalore,76268,emulator,0,1
TXN3541,user3541@upi,merchant3541@upi,Bangalore,7082,desktop,10,0
TXN3542,user3542@upi,merchant3542@upi,Bangalore,5220,desktop,13,0
TXN3543,user3543@upi,merchant3543@upi,Chennai,16348,desktop,22,0
TXN3544,user3544@upi,merchant3544@upi,Mumbai,11620,desktop,6,0
TXN3545,user3545@upi,merchant3545@upi,Chennai,12803,tablet,15,0
TXN3546,user3546@upi,merchant3546@upi,Hyderabad,11043,tablet,15,0
TXN3547,user3547@upi,merchant3547@upi,Chennai,239,desktop,10,0
TXN3548,user3548@upi,merchant3548@upi,Mumbai,77695,emulator,1,1
TXN3549,user3549@upi,merchant3549@upi,Chennai,10050,desktop,7,0
TXN3550,user3550@upi,merchant3550@upi,Hyderabad,4774,desktop,21,0
TXN3551,user3551@upi,merchant3551@upi,Bangalore,5565,mobile,18,0
TXN3552,user3552@upi,merchant3552@upi,Delhi,12295,mobile,10,0
TXN3553,user3553@upi,merchant3553@upi,Delhi,13138,mobile,20,0
TXN3554,user3554@upi,merchant3554@upi,Mumbai,2973,desktop,16,0
TXN3555,user3555@upi,merchant3555@upi,Hyderabad,51983,emulator,1,1
TXN3556,user3556@upi,merchant3556@upi,Delhi,7236,desktop,10,0
TXN3557,user3557@upi,merchant3557@upi,Hyderabad,13873,tablet,15,0
TXN3558,user3558@upi,merchant3558@upi,Hyderabad,18707,tablet,11,0
TXN3559,user3559@upi,merchant3559@upi,Bangalore,7856,tablet,21,0
TXN3560,user3560@upi,merchant3560@upi,Delhi,3307,tablet,11,0
TXN3561,user3561@upi,merchant3561@upi,Chennai,105781,emulator,3,1
TXN3562,user3562@upi,merchant3562@upi,Mumbai,9661,tablet,11,0
TXN3563,user3563@upi,merchant3563@upi,Chennai,87500,emulator,4,1
TXN3564,user3564@upi,merchant3564@upi,Mumbai,11468,mobile,17,0
TXN3565,user3565@upi,merchant3565@upi,Hyderabad,8643,desktop,22,0
TXN3566,user3566@upi,merchant3566@upi,Chennai,12019,mobile,22,0
TXN3567,user3567@upi,merchant3567@upi,Bangalore,1765,mobile,20,0
TXN3568,user3568@upi,merchant3568@upi,Hyderabad,10645,mobile,18,0
TXN3569,user3569@upi,merchant3569@upi,Chennai,16741,tablet,19,0
TXN3570,user3570@upi,merchant3570@upi,Hyderabad,12870,desktop,12,0
TXN3571,user3571@upi,merchant3571@upi,Hyderabad,12563,tablet,22,0
TXN3572,user3572@upi,merchant3572@upi,Delhi,12999,desktop,20,0
TXN3573,user3573@upi,merchant3573@upi,Bangalore,13650,desktop,15,0
TXN3574,user3574@upi,merchant3574@upi,Delhi,12213,tablet,21,0
TXN3575,user3575@upi,merchant3575@upi,Delhi,35935,desktop,1,1
TXN3576,user3576@upi,merchant3576@upi,Mumbai,10278,mobile,7,0
TXN3577,user3577@upi,merchant3577@upi,Delhi,15601,mobile,14,0
TXN3578,user3578@upi,merchant3578@upi,Bangalore,3183,mobile,6,0
TXN3579,user3579@upi,merchant3579@upi,Delhi,6903,desktop,11,0
TXN3580,user3580@upi,merchant3580@upi,Mumbai,107660,desktop,23,1
TXN3581,user3581@upi,merchant3581@upi,Chennai,16766,tablet,20,0
TXN3582,user3582@upi,merchant3582@upi,Hyderabad,1060,desktop,20,0
TXN3583,user3583@upi,merchant3583@upi,Mumbai,19425,mobile,7,0
TXN3584,user3584@upi,merchant3584@upi,Chennai,14105,mobile,8,0
TXN3585,user3585@upi,merchant3585@upi,Chennai,16106,mobile,16,0
TXN3586,user3586@upi,merchant3586@upi,Chennai,119971,emulator,23,1
TXN3587,user3587@upi,merchant3587@upi,Bangalore,8278,desktop,11,0
TXN3588,user3588@upi,merchant3588@upi,Chennai,6000,tablet,14,0
TXN3589,user3589@upi,merchant3589@upi,Chennai,17313,desktop,6,0
TXN3590,user3590@upi,merchant3590@upi,Hyderabad,17171,desktop,12,0
TXN3591,user3591@upi,merchant3591@upi,Bangalore,13086,desktop,10,0
TXN3592,user3592@upi,merchant3592@upi,Chennai,13033,tablet,13,0
TXN3593,user3593@upi,merchant3593@upi,Bangalore,31116,desktop,0,1
TXN3594,user3594@upi,merchant3594@upi,Chennai,17819,desktop,20,0
TXN3595,user3595@upi,merchant3595@upi,Hyderabad,756,tablet,13,0
TXN3596,user3596@upi,merchant3596@upi,Chennai,15596,mobile,18,0
TXN3597,user3597@upi,merchant3597@upi,Delhi,19284,mobile,17,0
TXN3598,user3598@upi,merchant3598@upi,Hyderabad,2807,tablet,10,0
TXN3599,user3599@upi,merchant3599@upi,Bangalore,86092,desktop,2,1
TXN3600,user3600@upi,merchant3600@upi,Hyderabad,5213,mobile,22,0
TXN3601,user3601@upi,merchant3601@upi,Bangalore,4590,tablet,11,0
TXN3602,user3602@upi,merchant3602@upi,Mumbai,15503,mobile,11,0
TXN3603,user3603@upi,merchant3603@upi,Delhi,11143,tablet,18,0
TXN3604,user3604@upi,merchant3604@upi,Chennai,16403,desktop,9,0
TXN3605,user3605@upi,merchant3605@upi,Hyderabad,14543,desktop,11,0
TXN3606,user3606@upi,merchant3606@upi,Bangalore,18248,desktop,22,0
TXN3607,user3607@upi,merchant3607@upi,Mumbai,10649,tablet,13,0
TXN3608,user3608@upi,merchant3608@upi,Mumbai,17434,tablet,18,0
TXN3609,user3609@upi,merchant3609@upi,Hyderabad,11425,desktop,20,0
TXN3610,user3610@upi,merchant3610@upi,Bangalore,6548,desktop,22,0
TXN3611,user3611@upi,merchant3611@upi,Hyderabad,18481,mobile,18,0
TXN3612,user3612@upi,merchant3612@upi,Chennai,10379,desktop,22,0
TXN3613,user3613@upi,merchant3613@upi,Hyderabad,5594,mobile,6,0
TXN3614,user3614@upi,merchant3614@upi,Bangalore,16509,tablet,12,0
TXN3615,user3615@upi,merchant3615@upi,Bangalore,947,desktop,7,0
TXN3616,user3616@upi,merchant3616@upi,Chennai,15758,mobile,19,0
TXN3617,user3617@upi,merchant3617@upi,Bangalore,16248,mobile,13,0
TXN3618,user3618@upi,merchant3618@upi,Hyderabad,16751,mobile,13,0
TXN3619,user3619@upi,merchant3619@upi,Chennai,98218,emulator,23,1
TXN3620,user3620@upi,merchant3620@upi,Mumbai,18024,desktop,13,0
TXN3621,user3621@upi,merchant3621@upi,Chennai,34759,desktop,0,1
TXN3622,user3622@upi,merchant3622@upi,Hyderabad,13103,mobile,21,0
TXN3623,user3623@upi,merchant3623@upi,Chennai,7741,tablet,12,0
TXN3624,user3624@upi,merchant3624@upi,Bangalore,68554,emulator,0,1
TXN3625,user3625@upi,merchant3625@upi,Mumbai,11810,tablet,17,0
TXN3626,user3626@upi,merchant3626@upi,Bangalore,64402,desktop,4,1
TXN3627,user3627@upi,merchant3627@upi,Delhi,18616,tablet,7,0
TXN3628,user3628@upi,merchant3628@upi,Delhi,4118,desktop,16,0
TXN3629,user3629@upi,merchant3629@upi,Mumbai,4317,desktop,19,0
TXN3630,user3630@upi,merchant3630@upi,Hyderabad,10774,mobile,8,0
TXN3631,user3631@upi,merchant3631@upi,Hyderabad,2203,tablet,13,0
TXN3632,user3632@upi,merchant3632@upi,Mumbai,11562,mobile,20,0
TXN3633,user3633@upi,merchant3633@upi,Hyderabad,4958,desktop,6,0
TXN3634,user3634@upi,merchant3634@upi,Chennai,17604,desktop,18,0
TXN3635,user3635@upi,merchant3635@upi,Chennai,13019,desktop,16,0
TXN3636,user3636@upi,merchant3636@upi,Bangalore,79814,emulator,2,1
TXN3637,user3637@upi,merchant3637@upi,Delhi,117857,desktop,1,1
TXN3638,user3638@upi,merchant3638@upi,Hyderabad,18087,mobile,7,0
TXN3639,user3639@upi,merchant3639@upi,Mumbai,16551,tablet,21,0
TXN3640,user3640@upi,merchant3640@upi,Chennai,19100,desktop,18,0
TXN3641,user3641@upi,merchant3641@upi,Delhi,81952,emulator,3,1
TXN3642,user3642@upi,merchant3642@upi,Bangalore,116215,emulator,23,1
TXN3643,user3643@upi,merchant3643@upi,Delhi,14527,desktop,8,0
TXN3644,user3644@upi,merchant3644@upi,Hyderabad,14705,mobile,9,0
TXN3645,user3645@upi,merchant3645@upi,Delhi,7034,mobile,15,0
TXN3646,user3646@upi,merchant3646@upi,Chennai,7061,desktop,16,0
TXN3647,user3647@upi,merchant3647@upi,Mumbai,5751,tablet,9,0
TXN3648,user3648@upi,merchant3648@upi,Bangalore,39982,emulator,2,1
TXN3649,user3649@upi,merchant3649@upi,Hyderabad,13650,mobile,19,0
TXN3650,user3650@upi,merchant3650@upi,Hyderabad,119552,desktop,3,1
TXN3651,user3651@upi,merchant3651@upi,Mumbai,3070,desktop,19,0
TXN3652,user3652@upi,merchant3652@upi,Chennai,16436,mobile,21,0
TXN3653,user3653@upi,merchant3653@upi,Chennai,11215,desktop,13,0
TXN3654,user3654@upi,merchant3654@upi,Delhi,12525,tablet,17,0
TXN3655,user3655@upi,merchant3655@upi,Delhi,12318,mobile,19,0
TXN3656,user3656@upi,merchant3656@upi,Delhi,11293,tablet,14,0
TXN3657,user3657@upi,merchant3657@upi,Mumbai,17837,mobile,18,0
TXN3658,user3658@upi,merchant3658@upi,Mumbai,11092,tablet,18,0
TXN3659,user3659@upi,merchant3659@upi,Delhi,12604,desktop,17,0
TXN3660,user3660@upi,merchant3660@upi,Bangalore,9460,desktop,14,0
TXN3661,user3661@upi,merchant3661@upi,Mumbai,19471,desktop,15,0
TXN3662,user3662@upi,merchant3662@upi,Mumbai,16184,mobile,16,0
TXN3663,user3663@upi,merchant3663@upi,Mumbai,8079,desktop,11,0
TXN3664,user3664@upi,merchant3664@upi,Hyderabad,9563,mobile,22,0
TXN3665,user3665@upi,merchant3665@upi,Bangalore,71368,emulator,0,1
TXN3666,user3666@upi,merchant3666@upi,Bangalore,6233,desktop,22,0
TXN3667,user3667@upi,merchant3667@upi,Chennai,8008,mobile,6,0
TXN3668,user3668@upi,merchant3668@upi,Chennai,8074,mobile,14,0
TXN3669,user3669@upi,merchant3669@upi,Delhi,12794,mobile,22,0
TXN3670,user3670@upi,merchant3670@upi,Delhi,14030,mobile,14,0
TXN3671,user3671@upi,merchant3671@upi,Hyderabad,8891,tablet,6,0
TXN3672,user3672@upi,merchant3672@upi,Bangalore,14117,desktop,9,0
TXN3673,user3673@upi,merchant3673@upi,Delhi,9798,desktop,6,0
TXN3674,user3674@upi,merchant3674@upi,Delhi,4634,mobile,9,0
TXN3675,user3675@upi,merchant3675@upi,Mumbai,13421,tablet,21,0
TXN3676,user3676@upi,merchant3676@upi,Delhi,11791,tablet,11,0
TXN3677,user3677@upi,merchant3677@upi,Delhi,13970,mobile,17,0
TXN3678,user3678@upi,merchant3678@upi,Chennai,3520,tablet,14,0
TXN3679,user3679@upi,merchant3679@upi,Hyderabad,15380,mobile,10,0
TXN3680,user3680@upi,merchant3680@upi,Chennai,17877,mobile,22,0
TXN3681,user3681@upi,merchant3681@upi,Bangalore,457,desktop,10,0
TXN3682,user3682@upi,merchant3682@upi,Delhi,9927,desktop,18,0
TXN3683,user3683@upi,merchant3683@upi,Chennai,6983,tablet,10,0
TXN3684,user3684@upi,merchant3684@upi,Delhi,5073,mobile,14,0
TXN3685,user3685@upi,merchant3685@upi,Mumbai,2987,mobile,6,0
TXN3686,user3686@upi,merchant3686@upi,Mumbai,3778,tablet,21,0
TXN3687,user3687@upi,merchant3687@upi,Chennai,55163,emulator,4,1
TXN3688,user3688@upi,merchant3688@upi,Bangalore,3923,desktop,20,0
TXN3689,user3689@upi,merchant3689@upi,Mumbai,6086,mobile,10,0
TXN3690,user3690@upi,merchant3690@upi,Bangalore,3712,desktop,9,0
TXN3691,user3691@upi,merchant3691@upi,Bangalore,11564,desktop,16,0
TXN3692,user3692@upi,merchant3692@upi,Bangalore,3824,mobile,11,0
TXN3693,user3693@upi,merchant3693@upi,Delhi,7391,desktop,18,0
TXN3694,user3694@upi,merchant3694@upi,Delhi,16832,mobile,19,0
TXN3695,user3695@upi,merchant3695@upi,Delhi,3076,mobile,6,0
TXN3696,user3696@upi,merchant3696@upi,Hyderabad,10356,tablet,12,0
TXN3697,user3697@upi,merchant3697@upi,Delhi,325,desktop,17,0
TXN3698,user3698@upi,merchant3698@upi,Hyderabad,8061,tablet,22,0
TXN3699,user3699@upi,merchant3699@upi,Mumbai,18252,mobile,15,0
TXN3700,user3700@upi,merchant3700@upi,Chennai,18800,desktop,14,0
TXN3701,user3701@upi,merchant3701@upi,Chennai,10640,mobile,12,0
TXN3702,user3702@upi,merchant3702@upi,Mumbai,8354,desktop,20,0
TXN3703,user3703@upi,merchant3703@upi,Hyderabad,11526,mobile,7,0
TXN3704,user3704@upi,merchant3704@upi,Hyderabad,10668,mobile,11,0
TXN3705,user3705@upi,merchant3705@upi,Hyderabad,18446,desktop,6,0
TXN3706,user3706@upi,merchant3706@upi,Delhi,1724,tablet,22,0
TXN3707,user3707@upi,merchant3707@upi,Mumbai,8501,tablet,21,0
TXN3708,user3708@upi,merchant3708@upi,Bangalore,48864,emulator,0,1
TXN3709,user3709@upi,merchant3709@upi,Chennai,5039,tablet,19,0
TXN3710,user3710@upi,merchant3710@upi,Hyderabad,12756,desktop,12,0
TXN3711,user3711@upi,merchant3711@upi,Chennai,14078,desktop,16,0
TXN3712,user3712@upi,merchant3712@upi,Hyderabad,6831,tablet,13,0
TXN3713,user3713@upi,merchant3713@upi,Hyderabad,16199,tablet,16,0
TXN3714,user3714@upi,merchant3714@upi,Chennai,7680,desktop,8,0
TXN3715,user3715@upi,merchant3715@upi,Hyderabad,31823,desktop,23,1
TXN3716,user3716@upi,merchant3716@upi,Delhi,2850,tablet,6,0
TXN3717,user3717@upi,merchant3717@upi,Chennai,1307,mobile,15,0
TXN3718,user3718@upi,merchant3718@upi,Delhi,8069,desktop,19,0
TXN3719,user3719@upi,merchant3719@upi,Hyderabad,7448,mobile,17,0
TXN3720,user3720@upi,merchant3720@upi,Bangalore,329,mobile,21,0
TXN3721,user3721@upi,merchant3721@upi,Chennai,6427,desktop,16,0
TXN3722,user3722@upi,merchant3722@upi,Mumbai,11653,desktop,19,0
TXN3723,user3723@upi,merchant3723@upi,Hyderabad,6773,desktop,14,0
TXN3724,user3724@upi,merchant3724@upi,Hyderabad,4890,mobile,16,0
TXN3725,user3725@upi,merchant3725@upi,Mumbai,10649,tablet,10,0
TXN3726,user3726@upi,merchant3726@upi,Mumbai,9110,mobile,11,0
TXN3727,user3727@upi,merchant3727@upi,Bangalore,18929,mobile,9,0
TXN3728,user3728@upi,merchant3728@upi,Chennai,15287,tablet,12,0
TXN3729,user3729@upi,merchant3729@upi,Hyderabad,1266,mobile,7,0
TXN3730,user3730@upi,merchant3730@upi,Delhi,8176,desktop,7,0
TXN3731,user3731@upi,merchant3731@upi,Delhi,2890,mobile,18,0
TXN3732,user3732@upi,merchant3732@upi,Bangalore,2272,tablet,11,0
TXN3733,user3733@upi,merchant3733@upi,Bangalore,8989,tablet,21,0
TXN3734,user3734@upi,merchant3734@upi,Delhi,5800,mobile,16,0
TXN3735,user3735@upi,merchant3735@upi,Chennai,4013,mobile,11,0
TXN3736,user3736@upi,merchant3736@upi,Mumbai,8823,tablet,21,0
TXN3737,user3737@upi,merchant3737@upi,Bangalore,6762,desktop,10,0
TXN3738,user3738@upi,merchant3738@upi,Delhi,15082,tablet,20,0
TXN3739,user3739@upi,merchant3739@upi,Chennai,88347,desktop,0,1
TXN3740,user3740@upi,merchant3740@upi,Delhi,16814,tablet,18,0
TXN3741,user3741@upi,merchant3741@upi,Bangalore,47398,desktop,0,1
TXN3742,user3742@upi,merchant3742@upi,Hyderabad,11211,tablet,12,0
TXN3743,user3743@upi,merchant3743@upi,Hyderabad,5424,tablet,11,0
TXN3744,user3744@upi,merchant3744@upi,Hyderabad,14280,mobile,16,0
TXN3745,user3745@upi,merchant3745@upi,Mumbai,19023,tablet,11,0
TXN3746,user3746@upi,merchant3746@upi,Chennai,9990,desktop,18,0
TXN3747,user3747@upi,merchant3747@upi,Hyderabad,12221,desktop,16,0
TXN3748,user3748@upi,merchant3748@upi,Mumbai,4495,desktop,22,0
TXN3749,user3749@upi,merchant3749@upi,Delhi,7035,desktop,7,0
TXN3750,user3750@upi,merchant3750@upi,Hyderabad,13499,desktop,17,0
TXN3751,user3751@upi,merchant3751@upi,Hyderabad,16643,desktop,21,0
TXN3752,user3752@upi,merchant3752@upi,Bangalore,14838,mobile,11,0
TXN3753,user3753@upi,merchant3753@upi,Hyderabad,14037,tablet,21,0
TXN3754,user3754@upi,merchant3754@upi,Delhi,15024,desktop,21,0
TXN3755,user3755@upi,merchant3755@upi,Mumbai,4883,desktop,20,0
TXN3756,user3756@upi,merchant3756@upi,Chennai,19779,desktop,13,0
TXN3757,user3757@upi,merchant3757@upi,Mumbai,12431,tablet,11,0
TXN3758,user3758@upi,merchant3758@upi,Hyderabad,12609,desktop,7,0
TXN3759,user3759@upi,merchant3759@upi,Delhi,10287,mobile,18,0
TXN3760,user3760@upi,merchant3760@upi,Chennai,1344,tablet,8,0
TXN3761,user3761@upi,merchant3761@upi,Hyderabad,15654,mobile,14,0
TXN3762,user3762@upi,merchant3762@upi,Hyderabad,15811,tablet,22,0
TXN3763,user3763@upi,merchant3763@upi,Chennai,8002,desktop,8,0
TXN3764,user3764@upi,merchant3764@upi,Chennai,11138,tablet,14,0
TXN3765,user3765@upi,merchant3765@upi,Delhi,8418,tablet,9,0
TXN3766,user3766@upi,merchant3766@upi,Bangalore,6456,mobile,19,0
TXN3767,user3767@upi,merchant3767@upi,Chennai,17325,desktop,9,0
TXN3768,user3768@upi,merchant3768@upi,Mumbai,443,tablet,9,0
TXN3769,user3769@upi,merchant3769@upi,Bangalore,7868,tablet,17,0
TXN3770,user3770@upi,merchant3770@upi,Bangalore,1358,mobile,10,0
TXN3771,user3771@upi,merchant3771@upi,Hyderabad,85662,desktop,4,1
TXN3772,user3772@upi,merchant3772@upi,Delhi,15924,desktop,11,0
TXN3773,user3773@upi,merchant3773@upi,Delhi,19076,tablet,19,0
TXN3774,user3774@upi,merchant3774@upi,Mumbai,8097,tablet,10,0
TXN3775,user3775@upi,merchant3775@upi,Bangalore,1378,desktop,18,0
TXN3776,user3776@upi,merchant3776@upi,Delhi,13175,tablet,12,0
TXN3777,user3777@upi,merchant3777@upi,Hyderabad,144,desktop,17,0
TXN3778,user3778@upi,merchant3778@upi,Bangalore,8066,desktop,7,0
TXN3779,user3779@upi,merchant3779@upi,Delhi,508,desktop,20,0
TXN3780,user3780@upi,merchant3780@upi,Delhi,3221,tablet,6,0
TXN3781,user3781@upi,merchant3781@upi,Mumbai,2893,mobile,13,0
TXN3782,user3782@upi,merchant3782@upi,Chennai,1205,mobile,19,0
TXN3783,user3783@upi,merchant3783@upi,Chennai,10991,mobile,20,0
TXN3784,user3784@upi,merchant3784@upi,Chennai,8220,mobile,21,0
TXN3785,user3785@upi,merchant3785@upi,Bangalore,7143,desktop,9,0
TXN3786,user3786@upi,merchant3786@upi,Mumbai,1759,desktop,6,0
TXN3787,user3787@upi,merchant3787@upi,Chennai,77195,desktop,0,1
TXN3788,user3788@upi,merchant3788@upi,Hyderabad,33236,emulator,4,1
TXN3789,user3789@upi,merchant3789@upi,Delhi,17883,tablet,6,0
TXN3790,user3790@upi,merchant3790@upi,Chennai,76512,desktop,23,1
TXN3791,user3791@upi,merchant3791@upi,Bangalore,12515,mobile,6,0
TXN3792,user3792@upi,merchant3792@upi,Bangalore,5654,mobile,16,0
TXN3793,user3793@upi,merchant3793@upi,Mumbai,9478,tablet,19,0
TXN3794,user3794@upi,merchant3794@upi,Mumbai,73089,desktop,2,1
TXN3795,user3795@upi,merchant3795@upi,Chennai,10943,mobile,12,0
TXN3796,user3796@upi,merchant3796@upi,Chennai,17678,mobile,11,0
TXN3797,user3797@upi,merchant3797@upi,Mumbai,5894,tablet,6,0
TXN3798,user3798@upi,merchant3798@upi,Delhi,11319,mobile,22,0
TXN3799,user3799@upi,merchant3799@upi,Hyderabad,4190,desktop,19,0
TXN3800,user3800@upi,merchant3800@upi,Hyderabad,9731,desktop,16,0
TXN3801,user3801@upi,merchant3801@upi,Delhi,3466,desktop,22,0
TXN3802,user3802@upi,merchant3802@upi,Mumbai,11057,mobile,8,0
TXN3803,user3803@upi,merchant3803@upi,Mumbai,8335,mobile,14,0
TXN3804,user3804@upi,merchant3804@upi,Hyderabad,2215,mobile,13,0
TXN3805,user3805@upi,merchant3805@upi,Chennai,19009,desktop,22,0
TXN3806,user3806@upi,merchant3806@upi,Bangalore,15077,mobile,19,0
TXN3807,user3807@upi,merchant3807@upi,Hyderabad,10444,desktop,10,0
TXN3808,user3808@upi,merchant3808@upi,Hyderabad,18371,mobile,7,0
TXN3809,user3809@upi,merchant3809@upi,Chennai,246,tablet,12,0
TXN3810,user3810@upi,merchant3810@upi,Mumbai,2907,mobile,16,0
TXN3811,user3811@upi,merchant3811@upi,Hyderabad,19079,mobile,20,0
TXN3812,user3812@upi,merchant3812@upi,Delhi,19822,mobile,13,0
TXN3813,user3813@upi,merchant3813@upi,Bangalore,4583,tablet,15,0
